series,lecture,writing,math,code,jax,figures,references,links,admonitions,overall,priority
lecture-python.myst,rational_expectations,3.5,5.0,7.5,out-of-scope,10.0,9.0,10.0,10.0,7.9,HIGH
lecture-python.myst,rational_learning_re,5.5,7.5,8.5,out-of-scope,7.0,10.0,10.0,10.0,8.4,LOW
lecture-python.myst,re_with_feedback,3.0,8.5,7.0,out-of-scope,6.0,10.0,10.0,10.0,7.8,HIGH
lecture-python.myst,robust_permanent_income,3.5,9.0,7.0,out-of-scope,6.0,10.0,10.0,10.0,7.9,HIGH
lecture-python.myst,ross_recovery,3.5,5.5,6.5,out-of-scope,6.0,10.0,10.0,10.0,7.4,HIGH
lecture-python.myst,rs_inventory_q,3.0,6.5,7.5,out-of-scope,5.0,N/A,10.0,N/A,6.4,HIGH
lecture-python.myst,samuelson,6.5,9.5,7.5,out-of-scope,5.0,9.0,8.0,N/A,7.6,LOW
lecture-python.myst,sargent_surico,6.5,5.5,4.5,out-of-scope,4.0,10.0,10.0,10.0,7.2,HIGH
lecture-python.myst,sir_model,4.5,7.5,8.5,out-of-scope,8.5,N/A,10.0,N/A,7.8,LOW
lecture-python.myst,stats_examples,3.0,4.5,7.0,out-of-scope,7.0,N/A,10.0,10.0,6.9,HIGH
lecture-python.myst,status,10.0,N/A,9.0,out-of-scope,N/A,N/A,10.0,N/A,9.7,NONE
lecture-python.myst,survival_recursive_preferences,5.0,9.5,8.5,out-of-scope,4.5,10.0,10.0,10.0,8.2,LOW
lecture-python.myst,svd_intro,3.0,9.5,7.5,out-of-scope,6.5,N/A,10.0,10.0,7.8,HIGH
lecture-python.myst,theil_1,4.5,6.5,8.5,out-of-scope,6.5,10.0,10.0,10.0,8.0,LOW
lecture-python.myst,theil_2,4.5,7.5,6.5,out-of-scope,8.5,10.0,10.0,10.0,8.1,LOW
lecture-python.myst,troubleshooting,6.0,N/A,N/A,out-of-scope,9.0,N/A,9.0,N/A,8.0,LOW
lecture-python.myst,two_auctions,3.0,4.5,6.5,out-of-scope,3.0,10.0,9.0,N/A,6.0,HIGH
lecture-python.myst,two_computation,5.5,3.0,7.5,out-of-scope,3.0,10.0,10.0,N/A,6.5,HIGH
lecture-python.myst,uncertainty_traps,3.0,5.5,7.5,out-of-scope,6.5,9.0,10.0,10.0,7.4,HIGH
lecture-python.myst,unemployment_linear,6.0,8.0,8.5,out-of-scope,8.5,9.0,10.0,10.0,8.6,NONE
lecture-python.myst,unemployment_shocks,10.0,10.0,9.0,out-of-scope,10.0,N/A,10.0,10.0,9.8,NONE
lecture-python.myst,util_rand_resp,4.0,4.0,7.5,out-of-scope,9.5,9.0,10.0,N/A,7.3,HIGH
lecture-python.myst,var_dmd,3.0,9.5,N/A,out-of-scope,N/A,7.5,9.0,10.0,7.8,HIGH
lecture-python.myst,var_subsets,6.5,7.0,5.0,out-of-scope,5.0,N/A,10.0,10.0,7.2,LOW
lecture-python.myst,von_neumann_model,3.0,5.0,7.5,out-of-scope,7.0,8.5,10.0,10.0,7.3,HIGH
lecture-python.myst,wald_friedman,3.0,8.5,7.5,out-of-scope,4.5,10.0,9.0,10.0,7.5,HIGH
lecture-python.myst,wald_friedman_2,3.0,6.0,7.5,out-of-scope,5.0,9.0,8.5,10.0,7.0,HIGH
lecture-python.myst,wealth_dynamics,3.0,9.5,8.0,out-of-scope,6.5,10.0,10.0,10.0,8.1,HIGH
lecture-python.myst,zreferences,10.0,N/A,N/A,out-of-scope,N/A,N/A,10.0,N/A,10.0,NONE
